step,power_db,alpha_deg,beta_deg,gamma_deg
3.782000000000000000e+03,-9.167164189412397945e+01,2.567583024501800537e-01,1.461810016632080078e+01,3.334361553192138672e+00
3.783000000000000000e+03,-9.167163870573658357e+01,2.568134069442749023e-01,1.462091922760009766e+01,3.334772825241088867e+00
3.784000000000000000e+03,-9.167163551735151827e+01,2.568685412406921387e-01,1.462373638153076172e+01,3.335184097290039062e+00
3.785000000000000000e+03,-9.167163268323342606e+01,2.569236457347869873e-01,1.462655353546142578e+01,3.335595369338989258e+00
3.786000000000000000e+03,-9.167162949485276613e+01,2.569787204265594482e-01,1.462937164306640625e+01,3.336006402969360352e+00
3.787000000000000000e+03,-9.167162666073862454e+01,2.570337951183319092e-01,1.463218688964843750e+01,3.336417198181152344e+00
3.788000000000000000e+03,-9.167162276383466235e+01,2.570888698101043701e-01,1.463500308990478516e+01,3.336828231811523438e+00
3.789000000000000000e+03,-9.167161992972489770e+01,2.571439146995544434e-01,1.463781833648681641e+01,3.337238788604736328e+00
3.790000000000000000e+03,-9.167161638709029603e+01,2.571989595890045166e-01,1.464063262939453125e+01,3.337649345397949219e+00
3.791000000000000000e+03,-9.167161284445856495e+01,2.572539746761322021e-01,1.464344692230224609e+01,3.338059902191162109e+00
3.792000000000000000e+03,-9.167161071888091328e+01,2.573089599609375000e-01,1.464625930786132812e+01,3.338470458984375000e+00
3.793000000000000000e+03,-9.167160682199126143e+01,2.573639452457427979e-01,1.464907169342041016e+01,3.338880538940429688e+00
3.794000000000000000e+03,-9.167160292510513386e+01,2.574189007282257080e-01,1.465188407897949219e+01,3.339290857315063477e+00
3.795000000000000000e+03,-9.167160009100828688e+01,2.574738562107086182e-01,1.465469455718994141e+01,3.339700937271118164e+00
3.796000000000000000e+03,-9.167159761117508765e+01,2.575288116931915283e-01,1.465750503540039062e+01,3.340110778808593750e+00
3.797000000000000000e+03,-9.167159336003575731e+01,2.575837373733520508e-01,1.466031360626220703e+01,3.340520620346069336e+00
3.798000000000000000e+03,-9.167159088020639501e+01,2.576386332511901855e-01,1.466312313079833984e+01,3.340930461883544922e+00
3.799000000000000000e+03,-9.167158769185644474e+01,2.576935589313507080e-01,1.466593170166015625e+01,3.341340303421020508e+00
3.800000000000000000e+03,-9.167158521203032251e+01,2.577484250068664551e-01,1.466873931884765625e+01,3.341749906539916992e+00
3.801000000000000000e+03,-9.167158131516356434e+01,2.578033208847045898e-01,1.467154598236083984e+01,3.342159509658813477e+00
3.802000000000000000e+03,-9.167157883534108009e+01,2.578581571578979492e-01,1.467435169219970703e+01,3.342568874359130859e+00
3.803000000000000000e+03,-9.167157564699996897e+01,2.579130232334136963e-01,1.467715740203857422e+01,3.342978239059448242e+00
3.804000000000000000e+03,-9.167157210440146287e+01,2.579678595066070557e-01,1.467996215820312500e+01,3.343387365341186523e+00
3.805000000000000000e+03,-9.167156891606531133e+01,2.580226957798004150e-01,1.468276596069335938e+01,3.343796730041503906e+00
3.806000000000000000e+03,-9.167156572773149037e+01,2.580774724483489990e-01,1.468556976318359375e+01,3.344205617904663086e+00
3.807000000000000000e+03,-9.167156360217688871e+01,2.581322789192199707e-01,1.468837356567382812e+01,3.344614505767822266e+00
3.808000000000000000e+03,-9.167155970532952836e+01,2.581870555877685547e-01,1.469117641448974609e+01,3.345023393630981445e+00
3.809000000000000000e+03,-9.167155687126090413e+01,2.582418322563171387e-01,1.469397830963134766e+01,3.345432043075561523e+00
3.810000000000000000e+03,-9.167155368293592232e+01,2.582965791225433350e-01,1.469677829742431641e+01,3.345840454101562500e+00
3.811000000000000000e+03,-9.167154907758174431e+01,2.583513259887695312e-01,1.469957923889160156e+01,3.346249103546142578e+00
3.812000000000000000e+03,-9.167154801480839410e+01,2.584060430526733398e-01,1.470237922668457031e+01,3.346657514572143555e+00
3.813000000000000000e+03,-9.167154340946021307e+01,2.584607601165771484e-01,1.470517826080322266e+01,3.347065687179565430e+00
3.814000000000000000e+03,-9.167154022114510781e+01,2.585154771804809570e-01,1.470797634124755859e+01,3.347473859786987305e+00
3.815000000000000000e+03,-9.167153809560302591e+01,2.585701644420623779e-01,1.471077346801757812e+01,3.347882032394409180e+00
3.816000000000000000e+03,-9.167153419877851661e+01,2.586248219013214111e-01,1.471357059478759766e+01,3.348289728164672852e+00
3.817000000000000000e+03,-9.167153207323937636e+01,2.586795091629028320e-01,1.471636772155761719e+01,3.348697662353515625e+00
3.818000000000000000e+03,-9.167152817642030982e+01,2.587341368198394775e-01,1.471916294097900391e+01,3.349105596542358398e+00
3.819000000000000000e+03,-9.167152569662816575e+01,2.587887942790985107e-01,1.472195816040039062e+01,3.349513292312622070e+00
3.820000000000000000e+03,-9.167152215407041638e+01,2.588433921337127686e-01,1.472475337982177734e+01,3.349920988082885742e+00
3.821000000000000000e+03,-9.167151861151555181e+01,2.588980197906494141e-01,1.472754669189453125e+01,3.350328445434570312e+00
3.822000000000000000e+03,-9.167151577747375768e+01,2.589525878429412842e-01,1.473034000396728516e+01,3.350735902786254883e+00
3.823000000000000000e+03,-9.167151294343381096e+01,2.590071856975555420e-01,1.473313236236572266e+01,3.351143121719360352e+00
3.824000000000000000e+03,-9.167150904663188271e+01,2.590617537498474121e-01,1.473592376708984375e+01,3.351550340652465820e+00
3.825000000000000000e+03,-9.167150550408771892e+01,2.591163218021392822e-01,1.473871612548828125e+01,3.351957321166992188e+00
3.826000000000000000e+03,-9.167150373281671705e+01,2.591708600521087646e-01,1.474150562286376953e+01,3.352364540100097656e+00
3.827000000000000000e+03,-9.167150054453074404e+01,2.592253684997558594e-01,1.474429607391357422e+01,3.352771282196044922e+00
3.828000000000000000e+03,-9.167149629348642748e+01,2.592798769474029541e-01,1.474708461761474609e+01,3.353178024291992188e+00
3.829000000000000000e+03,-9.167149381371248751e+01,2.593343853950500488e-01,1.474987316131591797e+01,3.353584766387939453e+00
3.830000000000000000e+03,-9.167149097968687954e+01,2.593888938426971436e-01,1.475266170501708984e+01,3.353991270065307617e+00
3.831000000000000000e+03,-9.167148708290466175e+01,2.594433724880218506e-01,1.475544834136962891e+01,3.354397773742675781e+00
3.832000000000000000e+03,-9.167148460313597980e+01,2.594978213310241699e-01,1.475823497772216797e+01,3.354804039001464844e+00
3.833000000000000000e+03,-9.167148035210726675e+01,2.595522701740264893e-01,1.476102161407470703e+01,3.355210304260253906e+00
3.834000000000000000e+03,-9.167147716383844624e+01,2.596066892147064209e-01,1.476380634307861328e+01,3.355616569519042969e+00
3.835000000000000000e+03,-9.167147468407543442e+01,2.596611380577087402e-01,1.476659202575683594e+01,3.356022357940673828e+00
3.836000000000000000e+03,-9.167147220431385790e+01,2.597155272960662842e-01,1.476937484741210938e+01,3.356428384780883789e+00
3.837000000000000000e+03,-9.167146830754847997e+01,2.597699165344238281e-01,1.477215862274169922e+01,3.356834411621093750e+00
3.838000000000000000e+03,-9.167146582779052721e+01,2.598242759704589844e-01,1.477494144439697266e+01,3.357240200042724609e+00
3.839000000000000000e+03,-9.167146263953236485e+01,2.598786354064941406e-01,1.477772331237792969e+01,3.357645988464355469e+00
3.840000000000000000e+03,-9.167145909702605877e+01,2.599329650402069092e-01,1.478050422668457031e+01,3.358051538467407227e+00
3.841000000000000000e+03,-9.167145697152366779e+01,2.599872946739196777e-01,1.478328418731689453e+01,3.358457088470458984e+00
3.842000000000000000e+03,-9.167145378327202820e+01,2.600416243076324463e-01,1.478606414794921875e+01,3.358862400054931641e+00
3.843000000000000000e+03,-9.167145059502271920e+01,2.600959241390228271e-01,1.478884410858154297e+01,3.359267711639404297e+00
3.844000000000000000e+03,-9.167144776102530557e+01,2.601501941680908203e-01,1.479162216186523438e+01,3.359672784805297852e+00
3.845000000000000000e+03,-9.167144386428188341e+01,2.602044641971588135e-01,1.479440021514892578e+01,3.360077857971191406e+00
3.846000000000000000e+03,-9.167144067603985036e+01,2.602587342262268066e-01,1.479717922210693359e+01,3.360482692718505859e+00
3.847000000000000000e+03,-9.167143784204890267e+01,2.603129744529724121e-01,1.479995536804199219e+01,3.360887765884399414e+00
3.848000000000000000e+03,-9.167143500805980239e+01,2.603672146797180176e-01,1.480273151397705078e+01,3.361292362213134766e+00
3.849000000000000000e+03,-9.167143181982427791e+01,2.604214251041412354e-01,1.480550670623779297e+01,3.361696958541870117e+00
3.850000000000000000e+03,-9.167142863159111243e+01,2.604756653308868408e-01,1.480828094482421875e+01,3.362101554870605469e+00
3.851000000000000000e+03,-9.167142615185579757e+01,2.605298459529876709e-01,1.481105613708496094e+01,3.362505912780761719e+00
3.852000000000000000e+03,-9.167142296362678167e+01,2.605840265750885010e-01,1.481382942199707031e+01,3.362910270690917969e+00
3.853000000000000000e+03,-9.167141942115281950e+01,2.606381773948669434e-01,1.481660175323486328e+01,3.363314628601074219e+00
3.854000000000000000e+03,-9.167141623292876318e+01,2.606923580169677734e-01,1.481937313079833984e+01,3.363718748092651367e+00
3.855000000000000000e+03,-9.167141269046028640e+01,2.607464790344238281e-01,1.482214450836181641e+01,3.364122867584228516e+00
3.856000000000000000e+03,-9.167141021073410911e+01,2.608006298542022705e-01,1.482491588592529297e+01,3.364526987075805664e+00
3.857000000000000000e+03,-9.167140702251678874e+01,2.608547210693359375e-01,1.482768630981445312e+01,3.364930629730224609e+00
3.858000000000000000e+03,-9.167140418854779682e+01,2.609088420867919922e-01,1.483045578002929688e+01,3.365334510803222656e+00
3.859000000000000000e+03,-9.167140029184345451e+01,2.609629034996032715e-01,1.483322525024414062e+01,3.365738153457641602e+00
3.860000000000000000e+03,-9.167139852061536942e+01,2.610169947147369385e-01,1.483599281311035156e+01,3.366141796112060547e+00
3.861000000000000000e+03,-9.167139426967091254e+01,2.610710561275482178e-01,1.483876132965087891e+01,3.366545200347900391e+00
3.862000000000000000e+03,-9.167139249844527171e+01,2.611251175403594971e-01,1.484152698516845703e+01,3.366948604583740234e+00
3.863000000000000000e+03,-9.167138931024096848e+01,2.611791491508483887e-01,1.484429359436035156e+01,3.367351770401000977e+00
3.864000000000000000e+03,-9.167138576779447590e+01,2.612331509590148926e-01,1.484705924987792969e+01,3.367754936218261719e+00
3.865000000000000000e+03,-9.167138399657231673e+01,2.612871527671813965e-01,1.484982395172119141e+01,3.368157863616943359e+00
3.866000000000000000e+03,-9.167138009988607905e+01,2.613411545753479004e-01,1.485258865356445312e+01,3.368561029434204102e+00
3.867000000000000000e+03,-9.167137584895966995e+01,2.613951265811920166e-01,1.485535144805908203e+01,3.368963718414306641e+00
3.868000000000000000e+03,-9.167137407774154667e+01,2.614491283893585205e-01,1.485811424255371094e+01,3.369366407394409180e+00
3.869000000000000000e+03,-9.167137088955074375e+01,2.615030705928802490e-01,1.486087703704833984e+01,3.369769334793090820e+00
3.870000000000000000e+03,-9.167136663863333013e+01,2.615570127964019775e-01,1.486363792419433594e+01,3.370171785354614258e+00
3.871000000000000000e+03,-9.167136345044798418e+01,2.616109251976013184e-01,1.486639976501464844e+01,3.370574474334716797e+00
3.872000000000000000e+03,-9.167136203347749301e+01,2.616648674011230469e-01,1.486916065216064453e+01,3.370976686477661133e+00
3.873000000000000000e+03,-9.167135813681098000e+01,2.617187500000000000e-01,1.487191963195800781e+01,3.371379137039184570e+00
3.874000000000000000e+03,-9.167135494863188683e+01,2.617726325988769531e-01,1.487467956542968750e+01,3.371781110763549805e+00
3.875000000000000000e+03,-9.167135211469687306e+01,2.618265151977539062e-01,1.487743663787841797e+01,3.372183322906494141e+00
3.876000000000000000e+03,-9.167134892652221367e+01,2.618803679943084717e-01,1.488019466400146484e+01,3.372585296630859375e+00
3.877000000000000000e+03,-9.167134644683243039e+01,2.619342207908630371e-01,1.488295269012451172e+01,3.372987031936645508e+00
3.878000000000000000e+03,-9.167134290442089650e+01,2.619880735874176025e-01,1.488570880889892578e+01,3.373388767242431641e+00
3.879000000000000000e+03,-9.167133936201224742e+01,2.620418667793273926e-01,1.488846397399902344e+01,3.373790502548217773e+00
3.880000000000000000e+03,-9.167133759080900290e+01,2.620956897735595703e-01,1.489122009277343750e+01,3.374191999435424805e+00
3.881000000000000000e+03,-9.167133475688532940e+01,2.621494829654693604e-01,1.489397430419921875e+01,3.374593496322631836e+00
3.882000000000000000e+03,-9.167133086024328747e+01,2.622032761573791504e-01,1.489672851562500000e+01,3.374994754791259766e+00
3.883000000000000000e+03,-9.167132873480366584e+01,2.622570395469665527e-01,1.489948177337646484e+01,3.375396013259887695e+00
3.884000000000000000e+03,-9.167132306696970545e+01,2.623107731342315674e-01,1.490223407745361328e+01,3.375797271728515625e+00
3.885000000000000000e+03,-9.167132129577311161e+01,2.623645067214965820e-01,1.490498638153076172e+01,3.376198291778564453e+00
3.886000000000000000e+03,-9.167131846186008204e+01,2.624182403087615967e-01,1.490773773193359375e+01,3.376599550247192383e+00
3.887000000000000000e+03,-9.167131456523264887e+01,2.624719738960266113e-01,1.491048812866210938e+01,3.377000331878662109e+00
3.888000000000000000e+03,-9.167131314827810229e+01,2.625256776809692383e-01,1.491323947906494141e+01,3.377401113510131836e+00
3.889000000000000000e+03,-9.167130854317898070e+01,2.625793516635894775e-01,1.491598796844482422e+01,3.377801895141601562e+00
3.890000000000000000e+03,-9.167130641775025879e+01,2.626330256462097168e-01,1.491873741149902344e+01,3.378202438354492188e+00
3.891000000000000000e+03,-9.167130429232258848e+01,2.626866996288299561e-01,1.492148494720458984e+01,3.378602743148803711e+00
3.892000000000000000e+03,-9.167130074994544486e+01,2.627403438091278076e-01,1.492423248291015625e+01,3.379003286361694336e+00
3.893000000000000000e+03,-9.167129720757117184e+01,2.627939581871032715e-01,1.492698001861572266e+01,3.379403352737426758e+00
3.894000000000000000e+03,-9.167129437367385947e+01,2.628476023674011230e-01,1.492972564697265625e+01,3.379803657531738281e+00
3.895000000000000000e+03,-9.167129224825205824e+01,2.629011869430541992e-01,1.493247127532958984e+01,3.380203723907470703e+00
3.896000000000000000e+03,-9.167128870588473433e+01,2.629548013210296631e-01,1.493521499633789062e+01,3.380603551864624023e+00
3.897000000000000000e+03,-9.167128622622934131e+01,2.630083858966827393e-01,1.493795967102050781e+01,3.381003618240356445e+00
3.898000000000000000e+03,-9.167128162115875512e+01,2.630619406700134277e-01,1.494070339202880859e+01,3.381403446197509766e+00
3.899000000000000000e+03,-9.167128020421495194e+01,2.631154954433441162e-01,1.494344520568847656e+01,3.381803274154663086e+00
3.900000000000000000e+03,-9.167127666185746193e+01,2.631690502166748047e-01,1.494618797302246094e+01,3.382202863693237305e+00
3.901000000000000000e+03,-9.167127276526754542e+01,2.632225751876831055e-01,1.494893074035644531e+01,3.382602453231811523e+00
3.902000000000000000e+03,-9.167127099409145785e+01,2.632760703563690186e-01,1.495167064666748047e+01,3.383001804351806641e+00
3.903000000000000000e+03,-9.167126816021124114e+01,2.633295655250549316e-01,1.495441150665283203e+01,3.383401155471801758e+00
3.904000000000000000e+03,-9.167126461786355662e+01,2.633830606937408447e-01,1.495715045928955078e+01,3.383800268173217773e+00
3.905000000000000000e+03,-9.167126142975313030e+01,2.634365260601043701e-01,1.495988941192626953e+01,3.384199380874633789e+00
3.906000000000000000e+03,-9.167125753317688464e+01,2.634900212287902832e-01,1.496262836456298828e+01,3.384598255157470703e+00
3.907000000000000000e+03,-9.167125469930545023e+01,2.635434567928314209e-01,1.496536540985107422e+01,3.384997129440307617e+00
3.908000000000000000e+03,-9.167125151120229987e+01,2.635968923568725586e-01,1.496810245513916016e+01,3.385395765304565430e+00
3.909000000000000000e+03,-9.167124903156810944e+01,2.636502981185913086e-01,1.497083950042724609e+01,3.385794639587402344e+00
3.910000000000000000e+03,-9.167124584346910865e+01,2.637037038803100586e-01,1.497357559204101562e+01,3.386193037033081055e+00
3.911000000000000000e+03,-9.167124230113964245e+01,2.637571096420288086e-01,1.497631072998046875e+01,3.386591672897338867e+00
3.912000000000000000e+03,-9.167124017574334971e+01,2.638104856014251709e-01,1.497904491424560547e+01,3.386990070343017578e+00
3.913000000000000000e+03,-9.167123769611565365e+01,2.638638615608215332e-01,1.498177814483642578e+01,3.387388467788696289e+00
3.914000000000000000e+03,-9.167123486225716533e+01,2.639172077178955078e-01,1.498451232910156250e+01,3.387786626815795898e+00
3.915000000000000000e+03,-9.167123167416855267e+01,2.639705538749694824e-01,1.498724460601806641e+01,3.388184785842895508e+00
3.916000000000000000e+03,-9.167122848608229901e+01,2.640238702297210693e-01,1.498997592926025391e+01,3.388582706451416016e+00
3.917000000000000000e+03,-9.167122494376698683e+01,2.640771865844726562e-01,1.499270820617675781e+01,3.388980627059936523e+00
3.918000000000000000e+03,-9.167122140145457365e+01,2.641305029392242432e-01,1.499543857574462891e+01,3.389378547668457031e+00
3.919000000000000000e+03,-9.167121998453040987e+01,2.641837894916534424e-01,1.499816894531250000e+01,3.389776229858398438e+00
3.920000000000000000e+03,-9.167121537953006793e+01,2.642370462417602539e-01,1.500089740753173828e+01,3.390173912048339844e+00
3.921000000000000000e+03,-9.167121289991652588e+01,2.642903029918670654e-01,1.500362682342529297e+01,3.390571355819702148e+00
3.922000000000000000e+03,-9.167120971184404254e+01,2.643435597419738770e-01,1.500635528564453125e+01,3.390968561172485352e+00
3.923000000000000000e+03,-9.167120758646370859e+01,2.643967866897583008e-01,1.500908184051513672e+01,3.391366004943847656e+00
3.924000000000000000e+03,-9.167120510685461454e+01,2.644500136375427246e-01,1.501180934906005859e+01,3.391763210296630859e+00
3.925000000000000000e+03,-9.167120262724694157e+01,2.645032107830047607e-01,1.501453590393066406e+01,3.392160654067993164e+00
3.926000000000000000e+03,-9.167119766803583047e+01,2.645564377307891846e-01,1.501726150512695312e+01,3.392557621002197266e+00
3.927000000000000000e+03,-9.167119589689038150e+01,2.646096050739288330e-01,1.501998615264892578e+01,3.392954587936401367e+00
3.928000000000000000e+03,-9.167119129191559068e+01,2.646627724170684814e-01,1.502270984649658203e+01,3.393351316452026367e+00
3.929000000000000000e+03,-9.167118916654425220e+01,2.647159099578857422e-01,1.502543354034423828e+01,3.393748044967651367e+00
3.930000000000000000e+03,-9.167118633271742567e+01,2.647690773010253906e-01,1.502815723419189453e+01,3.394144773483276367e+00
3.931000000000000000e+03,-9.167118349889244655e+01,2.648221850395202637e-01,1.503087902069091797e+01,3.394541263580322266e+00
3.932000000000000000e+03,-9.167118066506931484e+01,2.648753225803375244e-01,1.503360080718994141e+01,3.394937753677368164e+00
3.933000000000000000e+03,-9.167117747702050679e+01,2.649284005165100098e-01,1.503632259368896484e+01,3.395334005355834961e+00
3.934000000000000000e+03,-9.167117393474680398e+01,2.649815082550048828e-01,1.503904247283935547e+01,3.395730257034301758e+00
3.935000000000000000e+03,-9.167117145515690879e+01,2.650345563888549805e-01,1.504176235198974609e+01,3.396126270294189453e+00
3.936000000000000000e+03,-9.167116897556844890e+01,2.650876343250274658e-01,1.504448127746582031e+01,3.396522521972656250e+00
3.937000000000000000e+03,-9.167116614175481004e+01,2.651406824588775635e-01,1.504719924926757812e+01,3.396918296813964844e+00
3.938000000000000000e+03,-9.167116189103779789e+01,2.651937007904052734e-01,1.504991817474365234e+01,3.397314310073852539e+00
3.939000000000000000e+03,-9.167115941145479496e+01,2.652467191219329834e-01,1.505263519287109375e+01,3.397710084915161133e+00
3.940000000000000000e+03,-9.167115657764738046e+01,2.652997374534606934e-01,1.505535125732421875e+01,3.398105859756469727e+00
3.941000000000000000e+03,-9.167115409806740445e+01,2.653527259826660156e-01,1.505806827545166016e+01,3.398501396179199219e+00
3.942000000000000000e+03,-9.167115055581277261e+01,2.654057145118713379e-01,1.506078338623046875e+01,3.398896932601928711e+00
3.943000000000000000e+03,-9.167114701356101136e+01,2.654587030410766602e-01,1.506349849700927734e+01,3.399292230606079102e+00
3.944000000000000000e+03,-9.167114417976168284e+01,2.655116617679595947e-01,1.506621170043945312e+01,3.399687528610229492e+00
3.945000000000000000e+03,-9.167114170018879804e+01,2.655646204948425293e-01,1.506892490386962891e+01,3.400082588195800781e+00
3.946000000000000000e+03,-9.167113957484174591e+01,2.656175494194030762e-01,1.507163810729980469e+01,3.400477647781372070e+00
3.947000000000000000e+03,-9.167113638682309329e+01,2.656704783439636230e-01,1.507434940338134766e+01,3.400872707366943359e+00
3.948000000000000000e+03,-9.167113319880678546e+01,2.657234072685241699e-01,1.507706165313720703e+01,3.401267528533935547e+00
3.949000000000000000e+03,-9.167113036501646661e+01,2.657763063907623291e-01,1.507977294921875000e+01,3.401662349700927734e+00
3.950000000000000000e+03,-9.167112682278117575e+01,2.658291757106781006e-01,1.508248233795166016e+01,3.402057170867919922e+00
3.951000000000000000e+03,-9.167112505166463166e+01,2.658820748329162598e-01,1.508519268035888672e+01,3.402451753616333008e+00
3.952000000000000000e+03,-9.167112221787962767e+01,2.659349143505096436e-01,1.508790111541748047e+01,3.402846097946166992e+00
3.953000000000000000e+03,-9.167111832142829542e+01,2.659877836704254150e-01,1.509060859680175781e+01,3.403240680694580078e+00
3.954000000000000000e+03,-9.167111619609266882e+01,2.660405933856964111e-01,1.509331703186035156e+01,3.403634786605834961e+00
3.955000000000000000e+03,-9.167111229964673669e+01,2.660934329032897949e-01,1.509602355957031250e+01,3.404029130935668945e+00
3.956000000000000000e+03,-9.167110982009204179e+01,2.661462426185607910e-01,1.509873008728027344e+01,3.404422998428344727e+00
3.957000000000000000e+03,-9.167110663209524546e+01,2.661990225315093994e-01,1.510143661499023438e+01,3.404817104339599609e+00
3.958000000000000000e+03,-9.167110344410076550e+01,2.662518024444580078e-01,1.510414123535156250e+01,3.405210971832275391e+00
3.959000000000000000e+03,-9.167110061032987289e+01,2.663045823574066162e-01,1.510684585571289062e+01,3.405604600906372070e+00
3.960000000000000000e+03,-9.167109813078185709e+01,2.663573324680328369e-01,1.510954856872558594e+01,3.405998468399047852e+00
3.961000000000000000e+03,-9.167109529701443194e+01,2.664100825786590576e-01,1.511225223541259766e+01,3.406392097473144531e+00
3.962000000000000000e+03,-9.167109281746945726e+01,2.664628028869628906e-01,1.511495494842529297e+01,3.406785726547241211e+00
3.963000000000000000e+03,-9.167108821260396212e+01,2.665155231952667236e-01,1.511765670776367188e+01,3.407179117202758789e+00
3.964000000000000000e+03,-9.167108714994338925e+01,2.665682137012481689e-01,1.512035751342773438e+01,3.407572507858276367e+00
3.965000000000000000e+03,-9.167108254508390530e+01,2.666209042072296143e-01,1.512305927276611328e+01,3.407965660095214844e+00
3.966000000000000000e+03,-9.167108041976577226e+01,2.666735649108886719e-01,1.512575912475585938e+01,3.408358812332153320e+00
3.967000000000000000e+03,-9.167107758600991474e+01,2.667262256145477295e-01,1.512845802307128906e+01,3.408751726150512695e+00
3.968000000000000000e+03,-9.167107439803677948e+01,2.667788863182067871e-01,1.513115596771240234e+01,3.409144639968872070e+00
3.969000000000000000e+03,-9.167107121006596060e+01,2.668315172195434570e-01,1.513385391235351562e+01,3.409537553787231445e+00
3.970000000000000000e+03,-9.167106837631610006e+01,2.668841183185577393e-01,1.513655185699462891e+01,3.409930229187011719e+00
3.971000000000000000e+03,-9.167106589678650153e+01,2.669367492198944092e-01,1.513924789428710938e+01,3.410323143005371094e+00
3.972000000000000000e+03,-9.167106200038567465e+01,2.669893205165863037e-01,1.514194488525390625e+01,3.410715579986572266e+00
3.973000000000000000e+03,-9.167106022929556275e+01,2.670419216156005859e-01,1.514464092254638672e+01,3.411108016967773438e+00
3.974000000000000000e+03,-9.167105810398835786e+01,2.670944929122924805e-01,1.514733505249023438e+01,3.411500453948974609e+00
3.975000000000000000e+03,-9.167105456181201362e+01,2.671470344066619873e-01,1.515003013610839844e+01,3.411892652511596680e+00
3.976000000000000000e+03,-9.167105101963855418e+01,2.671995759010314941e-01,1.515272426605224609e+01,3.412284851074218750e+00
3.977000000000000000e+03,-9.167104818590186710e+01,2.672521173954010010e-01,1.515541744232177734e+01,3.412677049636840820e+00
3.978000000000000000e+03,-9.167104570638377936e+01,2.673046290874481201e-01,1.515810966491699219e+01,3.413068771362304688e+00
3.979000000000000000e+03,-9.167104251843404938e+01,2.673571109771728516e-01,1.516080093383789062e+01,3.413460731506347656e+00
3.980000000000000000e+03,-9.167104003891920172e+01,2.674095928668975830e-01,1.516349220275878906e+01,3.413852691650390625e+00
3.981000000000000000e+03,-9.167103826783802845e+01,2.674620747566223145e-01,1.516618347167968750e+01,3.414244174957275391e+00
3.982000000000000000e+03,-9.167103401724617129e+01,2.675145268440246582e-01,1.516887283325195312e+01,3.414635896682739258e+00
3.983000000000000000e+03,-9.167103047508946645e+01,2.675669789314270020e-01,1.517156219482421875e+01,3.415027379989624023e+00
3.984000000000000000e+03,-9.167102764136618021e+01,2.676194310188293457e-01,1.517425155639648438e+01,3.415418863296508789e+00
3.985000000000000000e+03,-9.167102480764475558e+01,2.676718533039093018e-01,1.517693901062011719e+01,3.415810108184814453e+00
3.986000000000000000e+03,-9.167102197392516416e+01,2.677242457866668701e-01,1.517962646484375000e+01,3.416201353073120117e+00
3.987000000000000000e+03,-9.167101984863670339e+01,2.677766382694244385e-01,1.518231296539306641e+01,3.416592359542846680e+00
3.988000000000000000e+03,-9.167101666070593069e+01,2.678290307521820068e-01,1.518499851226806641e+01,3.416983366012573242e+00
3.989000000000000000e+03,-9.167101382699166834e+01,2.678813934326171875e-01,1.518768501281738281e+01,3.417374134063720703e+00
3.990000000000000000e+03,-9.167101099327923919e+01,2.679337263107299805e-01,1.519036865234375000e+01,3.417764902114868164e+00
3.991000000000000000e+03,-9.167100674271409844e+01,2.679860889911651611e-01,1.519305324554443359e+01,3.418155908584594727e+00
3.992000000000000000e+03,-9.167100532585996575e+01,2.680383920669555664e-01,1.519573783874511719e+01,3.418546438217163086e+00
3.993000000000000000e+03,-9.167100249215309304e+01,2.680907249450683594e-01,1.519841957092285156e+01,3.418936967849731445e+00
3.994000000000000000e+03,-9.167100001266108222e+01,2.681430578231811523e-01,1.520110225677490234e+01,3.419327497482299805e+00
3.995000000000000000e+03,-9.167099682474488986e+01,2.681953310966491699e-01,1.520378494262695312e+01,3.419717788696289062e+00
3.996000000000000000e+03,-9.167099328261852520e+01,2.682476341724395752e-01,1.520646572113037109e+01,3.420108079910278320e+00
3.997000000000000000e+03,-9.167099151155642289e+01,2.682999074459075928e-01,1.520914649963378906e+01,3.420498132705688477e+00
3.998000000000000000e+03,-9.167098761522234440e+01,2.683521807193756104e-01,1.521182632446289062e+01,3.420888185501098633e+00
3.999000000000000000e+03,-9.167098619837446449e+01,2.684043943881988525e-01,1.521450519561767578e+01,3.421277999877929688e+00
4.000000000000000000e+03,-9.167098159362200249e+01,2.684566378593444824e-01,1.521718406677246094e+01,3.421667814254760742e+00
4.001000000000000000e+03,-9.167097911414194300e+01,2.685088515281677246e-01,1.521986198425292969e+01,3.422057628631591797e+00
4.002000000000000000e+03,-9.167097698887444324e+01,2.685610651969909668e-01,1.522253894805908203e+01,3.422447204589843750e+00
4.003000000000000000e+03,-9.167097344676426474e+01,2.686132490634918213e-01,1.522521686553955078e+01,3.422836780548095703e+00
4.004000000000000000e+03,-9.167097132149953609e+01,2.686654627323150635e-01,1.522789192199707031e+01,3.423226356506347656e+00
4.005000000000000000e+03,-9.167096742518356223e+01,2.687176167964935303e-01,1.523056793212890625e+01,3.423615694046020508e+00
4.006000000000000000e+03,-9.167096459150143062e+01,2.687697708606719971e-01,1.523324203491210938e+01,3.424005031585693359e+00
4.007000000000000000e+03,-9.167096211203107714e+01,2.688218951225280762e-01,1.523591613769531250e+01,3.424394130706787109e+00
4.008000000000000000e+03,-9.167095927835239877e+01,2.688740491867065430e-01,1.523859024047851562e+01,3.424783229827880859e+00
4.009000000000000000e+03,-9.167095644467556781e+01,2.689261436462402344e-01,1.524126243591308594e+01,3.425172090530395508e+00
4.010000000000000000e+03,-9.167095361100058426e+01,2.689782381057739258e-01,1.524393463134765625e+01,3.425560951232910156e+00
